id	tag	score
training.scd.2356	T	4.0
training.scd.2357	F	1.6
training.scd.2358	F	1.6
training.scd.2359	T	3.8
training.scd.2360	T	4.0
training.scd.2361	T	3.4
training.scd.2362	T	4.0
training.scd.2363	T	3.6
training.scd.2364	T	3.2
training.scd.2365	T	4.0
training.scd.2366	T	4.0
training.scd.2367	T	3.6
training.scd.2368	T	3.6
training.scd.2369	T	3.6
training.scd.2370	T	3.6
training.scd.2371	T	3.4
training.scd.2372	T	3.4
training.scd.2373	T	3.4
training.scd.2374	T	3.4
training.scd.2375	T	3.4
training.scd.2376	T	3.4
training.scd.2377	T	3.8
training.scd.2378	T	4.0
training.scd.2379	T	4.0
training.scd.2380	T	3.6
training.scd.2381	T	3.4
training.scd.2382	T	3.4
training.scd.2383	T	4.0
training.scd.2384	T	4.0
training.scd.2385	T	4.0
training.scd.2386	T	4.0
training.scd.2387	T	3.8
training.scd.2388	T	4.0
training.scd.2389	T	3.8
training.scd.2390	T	4.0
training.scd.2391	T	4.0
training.scd.2392	T	4.0
training.scd.2393	T	3.8
training.scd.2394	T	3.8
training.scd.2395	T	4.0
training.scd.2396	T	4.0
training.scd.2397	T	4.0
training.scd.2398	T	4.0
training.scd.2399	T	3.8
training.scd.2400	T	3.8
training.scd.2401	T	3.4
training.scd.2402	T	4.0
training.scd.2403	T	3.6
training.scd.2404	T	3.6
training.scd.2405	T	3.6
training.scd.2406	T	3.8
training.scd.2407	F	1.6
training.scd.2408	T	3.0
training.scd.2409	T	3.6
training.scd.2410	T	4.0
training.scd.2411	T	3.0
training.scd.2412	F	1.4
training.scd.2413	F	2.6
training.scd.2414	T	3.8
training.scd.2415	T	3.2
training.scd.2416	F	1.0
training.scd.2417	T	3.8
training.scd.2418	F	2.2
training.scd.2419	T	4.0
training.scd.2420	F	2.8
training.scd.2421	T	3.2
training.scd.2422	T	3.2
training.scd.2423	F	2.0
training.scd.2424	T	3.8
training.scd.2425	F	2.2
training.scd.2426	F	1.6
training.scd.2427	F	2.4
training.scd.2428	T	4.0
training.scd.2429	T	3.0
training.scd.2430	T	3.8
training.scd.2431	T	3.8
training.scd.2432	F	2.6
training.scd.2433	F	2.6
training.scd.2434	F	2.8
training.scd.2435	T	3.6
training.scd.2436	F	2.8
training.scd.2437	T	3.0
training.scd.2438	T	3.0
training.scd.2439	T	4.0
training.scd.2440	T	3.6
training.scd.2441	T	4.0
training.scd.2442	T	3.0
training.scd.2443	F	2.2
training.scd.2444	F	2.2
training.scd.2445	F	2.4
training.scd.2446	F	2.8
training.scd.2447	F	1.0
training.scd.2448	F	2.4
training.scd.2449	F	1.6
training.scd.2450	T	3.2
training.scd.2451	T	4.0
training.scd.2452	F	2.0
training.scd.2453	F	2.2
training.scd.2454	T	3.4
training.scd.2455	F	1.0
training.scd.2456	T	3.8
training.scd.2457	F	1.0
training.scd.2458	F	2.4
training.scd.2459	F	2.4
training.scd.2460	F	1.6
training.scd.2461	T	3.8
training.scd.2462	T	4.0
training.scd.2463	T	4.0
training.scd.2464	T	4.0
training.scd.2465	T	4.0
training.scd.2466	T	4.0
training.scd.2467	T	4.0
training.scd.2468	T	4.0
training.scd.2469	T	4.0
training.scd.2470	T	3.8
training.scd.2471	T	4.0
training.scd.2472	T	4.0
training.scd.2473	T	3.8
training.scd.2474	T	4.0
training.scd.2475	T	4.0
training.scd.2476	T	4.0
training.scd.2477	T	3.4
training.scd.2478	T	3.6
training.scd.2479	T	4.0
training.scd.2480	T	3.8
training.scd.2481	F	2.8
training.scd.2482	T	3.4
training.scd.2483	T	4.0
training.scd.2484	T	4.0
training.scd.2485	T	4.0
training.scd.2486	T	4.0
training.scd.2487	T	4.0
training.scd.2488	T	4.0
training.scd.2489	T	3.4
training.scd.2490	T	4.0
training.scd.2491	T	4.0
training.scd.2492	T	4.0
training.scd.2493	T	3.8
training.scd.2494	T	4.0
training.scd.2495	T	4.0
training.scd.2496	T	3.8
training.scd.2497	T	4.0
training.scd.2498	T	4.0
training.scd.2499	T	3.8
training.scd.2500	T	3.8
training.scd.2501	T	4.0
training.scd.2502	T	4.0
training.scd.2503	T	3.8
training.scd.2504	T	4.0
training.scd.2505	T	4.0
training.scd.2506	T	4.0
training.scd.2507	T	4.0
training.scd.2508	T	4.0
training.scd.2509	T	3.4
training.scd.2510	T	3.4
training.scd.2511	T	3.4
training.scd.2512	T	3.4
training.scd.2513	T	3.4
training.scd.2514	T	4.0
training.scd.2515	T	3.0
training.scd.2516	T	3.2
training.scd.2517	T	4.0
training.scd.2518	T	4.0
training.scd.2519	T	4.0
training.scd.2520	T	4.0
training.scd.2521	T	3.8
training.scd.2522	T	3.6
training.scd.2523	T	3.8
training.scd.2524	T	4.0
training.scd.2525	T	3.4
training.scd.2526	T	4.0
training.scd.2527	F	1.0
training.scd.2528	F	1.0
training.scd.2529	F	1.0
training.scd.2530	F	2.2
training.scd.2531	T	3.2
training.scd.2532	F	2.8
training.scd.2533	T	3.4
training.scd.2534	F	1.0
training.scd.2535	F	1.0
training.scd.2536	F	1.6
training.scd.2537	T	3.4
training.scd.2538	F	2.8
training.scd.2539	F	1.0
training.scd.2540	T	4.0
training.scd.2541	F	1.0
training.scd.2542	F	1.6
training.scd.2543	T	3.8
training.scd.2544	T	4.0
training.scd.2545	T	3.4
training.scd.2546	F	1.0
training.scd.2547	T	3.4
training.scd.2548	T	3.4
training.scd.2549	F	1.0
training.scd.2550	T	4.0
training.scd.2551	T	4.0
training.scd.2552	T	3.4
training.scd.2553	F	1.6
training.scd.2554	F	1.6
training.scd.2555	F	2.8
training.scd.2556	T	4.0
training.scd.2557	T	4.0
training.scd.2558	F	1.0
training.scd.2559	F	1.2
training.scd.2560	F	2.6
training.scd.2561	F	2.2
training.scd.2562	T	3.8
training.scd.2563	T	4.0
training.scd.2564	T	3.4
training.scd.2565	T	4.0
training.scd.2566	T	4.0
training.scd.2567	T	4.0
training.scd.2568	T	4.0
training.scd.2569	T	4.0
training.scd.2570	T	3.2
training.scd.2571	T	3.8
training.scd.2572	T	4.0
training.scd.2573	T	3.8
training.scd.2574	T	4.0
training.scd.2575	T	4.0
training.scd.2576	T	4.0
training.scd.2577	T	4.0
training.scd.2578	T	3.8
training.scd.2579	T	3.2
training.scd.2580	T	4.0
training.scd.2581	T	4.0
training.scd.2582	T	4.0
training.scd.2583	T	3.8
training.scd.2584	T	4.0
training.scd.2585	T	4.0
training.scd.2586	F	1.4
training.scd.2587	T	4.0
training.scd.2588	T	4.0
training.scd.2589	T	3.4
training.scd.2590	T	4.0
training.scd.2591	T	4.0
training.scd.2592	T	4.0
training.scd.2593	T	4.0
training.scd.2594	F	2.0
training.scd.2595	T	3.8
training.scd.2596	T	4.0
training.scd.2597	T	4.0
training.scd.2598	T	4.0
training.scd.2599	T	4.0
training.scd.2600	T	3.2
training.scd.2601	T	3.6
training.scd.2602	T	3.0
training.scd.2603	T	3.2
training.scd.2604	T	4.0
training.scd.2605	F	1.0
training.scd.2606	T	4.0
training.scd.2607	T	3.8
training.scd.2608	F	2.6
training.scd.2609	T	4.0
training.scd.2610	T	3.4
training.scd.2611	T	3.4
training.scd.2612	T	4.0
training.scd.2613	T	4.0
training.scd.2614	T	4.0
training.scd.2615	T	4.0
training.scd.2616	F	1.8
training.scd.2617	F	2.4
training.scd.2618	T	4.0
training.scd.2619	T	4.0
training.scd.2620	T	4.0
training.scd.2621	F	1.2
training.scd.2622	T	4.0
training.scd.2623	T	4.0
training.scd.2624	F	1.4
training.scd.2625	F	1.4
training.scd.2626	T	3.4
training.scd.2627	T	3.8
training.scd.2628	T	3.4
training.scd.2629	F	1.0
training.scd.2630	T	4.0
training.scd.2631	F	1.4
training.scd.2632	F	1.0
training.scd.2633	F	1.0
training.scd.2634	T	4.0
training.scd.2635	F	1.6
training.scd.2636	F	2.6
training.scd.2637	T	3.8
training.scd.2638	T	3.2
training.scd.2639	T	3.6
training.scd.2640	F	1.2
training.scd.2641	F	2.0
training.scd.2642	T	3.8
training.scd.2643	F	1.4
training.scd.2644	F	1.6
training.scd.2645	F	1.0
training.scd.2646	F	1.0
training.scd.2647	F	1.2
training.scd.2648	F	1.2
training.scd.2649	T	3.8
training.scd.2650	F	1.0
training.scd.2651	T	3.8
training.scd.2652	T	3.8
training.scd.2653	F	1.0
training.scd.2654	T	4.0
training.scd.2655	F	1.0
training.scd.2656	T	4.0
training.scd.2657	T	3.8
training.scd.2658	F	1.0
training.scd.2659	F	1.0
training.scd.2660	T	3.2
training.scd.2661	F	1.2
training.scd.2662	F	1.0
training.scd.2663	T	3.6
training.scd.2664	F	1.0
training.scd.2665	F	1.0
training.scd.2666	F	1.0
training.scd.2667	F	1.0
training.scd.2668	F	1.0
training.scd.2669	F	1.2
training.scd.2670	T	4.0
training.scd.2671	F	1.0
training.scd.2672	T	3.8
training.scd.2673	T	4.0
training.scd.2674	F	1.0
training.scd.2675	F	1.6
training.scd.2676	F	1.0
training.scd.2677	F	1.0
training.scd.2678	F	1.0
training.scd.2679	F	1.0
training.scd.2680	T	4.0
training.scd.2681	F	1.0
training.scd.2682	F	1.0
training.scd.2683	F	1.0
training.scd.2684	F	1.2
training.scd.2685	F	1.0
training.scd.2686	F	1.0
training.scd.2687	T	3.8
training.scd.2688	T	4.0
training.scd.2689	F	1.0
training.scd.2690	F	1.0
training.scd.2691	F	1.0
training.scd.2692	F	1.0
training.scd.2693	F	1.0
training.scd.2694	T	3.4
training.scd.2695	F	1.0
training.scd.2696	F	2.8
training.scd.2697	F	1.0
training.scd.2698	F	1.0
training.scd.2699	F	1.8
training.scd.2700	T	3.0
training.scd.2701	F	1.6
training.scd.2702	T	3.8
training.scd.2703	T	3.0
training.scd.2704	T	3.6
training.scd.2705	F	2.2
training.scd.2706	F	2.6
training.scd.2707	T	3.4
training.scd.2708	T	4.0
training.scd.2709	T	4.0
training.scd.2710	T	4.0
training.scd.2711	F	1.8
training.scd.2712	F	1.6
training.scd.2713	F	1.2
training.scd.2714	F	1.2
training.scd.2715	T	4.0
training.scd.2716	T	4.0
training.scd.2717	T	4.0
training.scd.2718	T	3.2
training.scd.2719	F	2.0
training.scd.2720	T	3.4
training.scd.2721	T	4.0
training.scd.2722	F	1.8
training.scd.2723	T	4.0
training.scd.2724	T	3.4
training.scd.2725	T	4.0
training.scd.2726	F	1.6
training.scd.2727	T	3.2
training.scd.2728	T	3.6
training.scd.2729	T	3.8
training.scd.2730	T	4.0
training.scd.2731	T	4.0
training.scd.2732	F	1.8
training.scd.2733	T	4.0
training.scd.2734	T	3.0
training.scd.2735	F	2.2
training.scd.2736	T	3.4
training.scd.2737	T	3.0
training.scd.2738	T	4.0
training.scd.2739	T	3.0
training.scd.2740	F	2.0
training.scd.2741	F	2.2
training.scd.2742	F	2.6
training.scd.2743	F	1.8
training.scd.2744	F	1.8
training.scd.2745	F	1.2
training.scd.2746	T	3.8
training.scd.2747	F	2.2
training.scd.2748	T	3.8
training.scd.2749	F	1.8
training.scd.2750	T	3.0
training.scd.2751	F	2.4
training.scd.2752	T	3.8
training.scd.2753	T	3.4
training.scd.2754	F	2.4
training.scd.2755	T	3.0
training.scd.2756	F	2.6
training.scd.2757	F	2.4
training.scd.2758	T	4.0
training.scd.2759	F	1.6
training.scd.2760	F	2.2
training.scd.2761	T	3.4
training.scd.2762	F	1.4
training.scd.2763	F	1.4
training.scd.2764	F	2.0
training.scd.2765	T	3.2
training.scd.2766	F	1.6
training.scd.2767	T	3.6
training.scd.2768	T	3.6
training.scd.2769	F	1.0
training.scd.2770	F	1.2
training.scd.2771	F	1.6
training.scd.2772	F	2.0
training.scd.2773	F	1.6
training.scd.2774	T	3.2
training.scd.2775	T	3.4
training.scd.2776	F	1.6
training.scd.2777	F	1.6
training.scd.2778	F	2.4
training.scd.2779	F	2.4
training.scd.2780	F	2.4
training.scd.2781	F	2.2
training.scd.2782	F	1.4
training.scd.2783	F	1.2
training.scd.2784	F	1.6
training.scd.2785	F	2.4
training.scd.2786	F	1.6
training.scd.2787	F	2.4
training.scd.2788	F	2.4
training.scd.2789	F	2.4
training.scd.2790	F	2.4
training.scd.2791	F	1.0
training.scd.2792	F	1.0
training.scd.2793	F	2.4
training.scd.2794	F	2.4
training.scd.2795	T	3.0
training.scd.2796	T	3.0
training.scd.2797	T	3.8
training.scd.2798	T	3.8
training.scd.2799	T	3.8
training.scd.2800	T	3.8
training.scd.2801	T	3.2
training.scd.2802	F	1.4
training.scd.2803	F	1.4
training.scd.2804	F	2.0
training.scd.2805	F	2.4
training.scd.2806	F	2.2
training.scd.2807	T	3.0
training.scd.2808	F	1.4
training.scd.2809	F	2.0
training.scd.2810	F	1.8
training.scd.2811	F	2.2
training.scd.2812	F	1.2
training.scd.2813	T	3.2
training.scd.2814	F	2.6
training.scd.2815	F	2.2
training.scd.2816	F	2.2
training.scd.2817	F	2.2
training.scd.2818	F	1.8
training.scd.2819	F	2.2
training.scd.2820	T	3.2
training.scd.2821	T	3.4
training.scd.2822	T	3.4
training.scd.2823	T	3.0
training.scd.2824	F	2.2
training.scd.2825	F	2.2
training.scd.2826	F	2.2
training.scd.2827	F	1.0
training.scd.2828	F	1.0
training.scd.2829	F	2.0
training.scd.2830	F	2.4
training.scd.2831	T	3.2
training.scd.2832	T	3.2
training.scd.2833	F	2.6
training.scd.2834	F	1.4
training.scd.2835	F	1.6
training.scd.2836	T	3.8
training.scd.2837	T	3.2
training.scd.2838	T	3.2
training.scd.2839	F	1.8
training.scd.2840	F	1.8
training.scd.2841	T	3.4
training.scd.2842	T	3.8
training.scd.2843	F	2.0
training.scd.2844	T	4.0
training.scd.2845	T	3.6
training.scd.2846	T	4.0
training.scd.2847	F	1.4
training.scd.2848	T	3.6
training.scd.2849	F	2.2
training.scd.2850	T	4.0
training.scd.2851	T	4.0
training.scd.2852	T	3.4
training.scd.2853	T	3.4
training.scd.2854	T	4.0
training.scd.2855	T	3.2
training.scd.2856	F	2.4
training.scd.2857	F	2.8
training.scd.2858	T	3.4
training.scd.2859	T	3.2
training.scd.2860	F	2.4
training.scd.2861	F	1.8
training.scd.2862	T	4.0
training.scd.2863	F	2.2
training.scd.2864	F	2.6
training.scd.2865	T	4.0
training.scd.2866	F	1.8
training.scd.2867	T	3.6
training.scd.2868	T	4.0
training.scd.2869	F	1.0
training.scd.2870	T	4.0
training.scd.2871	F	2.0
training.scd.2872	T	4.0
training.scd.2873	F	2.2
training.scd.2874	F	2.6
training.scd.2875	F	1.8
training.scd.2876	F	2.8
training.scd.2877	F	2.4
training.scd.2878	F	2.8
training.scd.2879	F	2.8
training.scd.2880	F	2.8
training.scd.2881	F	1.4
training.scd.2882	T	4.0
training.scd.2883	T	3.2
training.scd.2884	F	1.6
training.scd.2885	F	2.4
training.scd.2886	T	4.0
training.scd.2887	T	3.0
training.scd.2888	T	3.6
training.scd.2889	F	2.6
training.scd.2890	F	2.2
training.scd.2891	F	1.6
training.scd.2892	F	2.0
training.scd.2893	T	4.0
training.scd.2894	T	4.0
training.scd.2895	T	3.6
training.scd.2896	F	2.0
training.scd.2897	F	2.0
training.scd.2898	F	2.0
training.scd.2899	F	1.6
training.scd.2900	F	2.6
training.scd.2901	F	2.4
training.scd.2902	F	1.8
training.scd.2903	T	3.8
training.scd.2904	T	3.4
training.scd.2905	F	1.0
training.scd.2906	T	3.0
training.scd.2907	F	2.4
training.scd.2908	F	2.8
training.scd.2909	F	1.0
training.scd.2910	T	4.0
training.scd.2911	F	2.0
training.scd.2912	F	2.6
training.scd.2913	T	3.0
training.scd.2914	T	4.0
training.scd.2915	F	1.6
training.scd.2916	F	2.4
training.scd.2917	T	4.0
training.scd.2918	T	4.0
training.scd.2919	F	2.8
training.scd.2920	T	3.4
training.scd.2921	T	3.0
training.scd.2922	T	3.8
training.scd.2923	F	1.0
training.scd.2924	F	1.0
training.scd.2925	F	1.8
training.scd.2926	T	3.2
training.scd.2927	F	1.6
training.scd.2928	F	1.8
training.scd.2929	T	3.2
training.scd.2930	T	3.2
training.scd.2931	T	3.2
training.scd.2932	T	3.6
training.scd.2933	T	3.4
training.scd.2934	F	2.0
training.scd.2935	F	2.2
training.scd.2936	F	2.0
training.scd.2937	F	2.0
training.scd.2938	T	3.0
training.scd.2939	F	1.8
training.scd.2940	F	1.8
training.scd.2941	F	2.8
training.scd.2942	F	2.6
training.scd.2943	T	4.0
training.scd.2944	T	4.0
training.scd.2945	F	1.0
training.scd.2946	F	2.6
training.scd.2947	F	1.0
training.scd.2948	F	1.0
training.scd.2949	T	3.4
training.scd.2950	T	4.0
training.scd.2951	F	2.0
training.scd.2952	F	1.0
training.scd.2953	F	1.0
training.scd.2954	T	3.4
training.scd.2955	F	1.0
training.scd.2956	F	1.0
training.scd.2957	F	1.0
training.scd.2958	F	1.8
training.scd.2959	F	1.8
training.scd.2960	F	1.0
training.scd.2961	F	1.0
training.scd.2962	F	1.0
training.scd.2963	F	2.0
training.scd.2964	F	2.0
training.scd.2965	F	1.4
training.scd.2966	T	3.8
training.scd.2967	F	2.4
training.scd.2968	F	1.2
training.scd.2969	F	1.2
training.scd.2970	F	2.8
training.scd.2971	F	1.0
training.scd.2972	F	2.4
training.scd.2973	F	2.0
training.scd.2974	F	1.0
training.scd.2975	F	2.2
training.scd.2976	F	2.2
training.scd.2977	F	1.0
training.scd.2978	F	1.0
training.scd.2979	F	1.0
training.scd.2980	F	1.0
training.scd.2981	T	4.0
training.scd.2982	F	1.0
training.scd.2983	F	1.0
training.scd.2984	F	1.4
training.scd.2985	F	1.4
training.scd.2986	T	4.0
training.scd.2987	T	4.0
training.scd.2988	F	1.0
training.scd.2989	F	1.4
training.scd.2990	F	1.8
training.scd.2991	F	1.6
training.scd.2992	F	1.0
training.scd.2993	T	4.0
training.scd.2994	F	1.0
training.scd.2995	T	4.0
training.scd.2996	F	2.2
training.scd.2997	F	1.4
training.scd.2998	F	1.6
training.scd.2999	F	1.0
training.scd.3000	F	1.0
training.scd.3001	F	1.0
training.scd.3002	T	3.8
training.scd.3003	F	1.4
training.scd.3004	T	3.2
training.scd.3005	T	3.2
training.scd.3006	F	1.0
training.scd.3007	F	1.0
training.scd.3008	T	4.0
training.scd.3009	F	1.0
training.scd.3010	F	1.0
training.scd.3011	F	1.8
training.scd.3012	F	1.8
training.scd.3013	F	1.0
training.scd.3014	F	1.0
training.scd.3015	F	1.0
training.scd.3016	F	1.0
training.scd.3017	F	1.0
training.scd.3018	F	1.0
training.scd.3019	F	2.2
training.scd.3020	T	3.4
training.scd.3021	F	1.0
training.scd.3022	F	2.4
training.scd.3023	F	2.4
training.scd.3024	F	1.6
training.scd.3025	F	2.4
training.scd.3026	F	2.4
training.scd.3027	F	2.4
training.scd.3028	F	1.0
training.scd.3029	F	1.0
training.scd.3030	T	4.0
training.scd.3031	F	2.8
training.scd.3032	F	1.0
training.scd.3033	F	1.0
training.scd.3034	T	4.0
training.scd.3035	T	3.4
training.scd.3036	T	3.4
training.scd.3037	F	1.0
training.scd.3038	F	1.0
training.scd.3039	F	1.0
training.scd.3040	F	1.0
training.scd.3041	F	1.0
training.scd.3042	F	1.0
training.scd.3043	T	3.4
training.scd.3044	F	1.0
training.scd.3045	F	1.0
training.scd.3046	T	3.8
training.scd.3047	F	1.2
training.scd.3048	F	1.4
training.scd.3049	F	1.0
training.scd.3050	F	1.0
training.scd.3051	T	4.0
training.scd.3052	T	4.0
training.scd.3053	F	1.0
training.scd.3054	F	1.2
training.scd.3055	T	3.6
training.scd.3056	F	1.0
training.scd.3057	F	2.6
training.scd.3058	F	2.4
training.scd.3059	T	4.0
training.scd.3060	F	2.6
training.scd.3061	T	3.4
training.scd.3062	F	1.0
training.scd.3063	T	3.4
training.scd.3064	T	3.4
training.scd.3065	T	3.4
training.scd.3066	F	1.2
training.scd.3067	T	4.0
training.scd.3068	F	1.6
training.scd.3069	T	4.0
training.scd.3070	T	4.0
training.scd.3071	F	1.0
training.scd.3072	T	3.4
training.scd.3073	F	1.0
training.scd.3074	F	1.0
training.scd.3075	F	1.0
training.scd.3076	F	1.2
training.scd.3077	F	1.2
training.scd.3078	T	3.4
training.scd.3079	T	4.0
training.scd.3080	F	1.0
training.scd.3081	F	1.0
training.scd.3082	F	1.0
training.scd.3083	T	3.0
training.scd.3084	F	1.0
training.scd.3085	F	1.0
training.scd.3086	F	1.2
training.scd.3087	F	1.0
training.scd.3088	F	1.0
training.scd.3089	F	1.6
training.scd.3090	F	1.6
training.scd.3091	F	1.6
training.scd.3092	F	1.0
training.scd.3093	T	4.0
training.scd.3094	T	4.0
training.scd.3095	T	3.2
training.scd.3096	T	4.0
training.scd.3097	T	4.0
training.scd.3098	T	4.0
training.scd.3099	T	4.0
training.scd.3100	T	4.0
training.scd.3101	T	4.0
training.scd.3102	T	3.4
training.scd.3103	T	3.8
training.scd.3104	T	4.0
training.scd.3105	T	4.0
training.scd.3106	T	3.8
training.scd.3107	T	4.0
training.scd.3108	T	3.8
training.scd.3109	T	3.8
training.scd.3110	T	4.0
training.scd.3111	T	4.0
training.scd.3112	T	4.0
training.scd.3113	T	4.0
training.scd.3114	T	4.0
training.scd.3115	T	3.8
training.scd.3116	T	4.0
training.scd.3117	T	4.0
training.scd.3118	T	4.0
training.scd.3119	T	3.2
training.scd.3120	T	4.0
training.scd.3121	F	2.2
training.scd.3122	T	4.0
training.scd.3123	T	4.0
training.scd.3124	T	4.0
training.scd.3125	T	3.2
training.scd.3126	T	4.0
